message,label
"
When your helmetted nogin hits an immoveabe object, there are only four things
to dissipate the energy: the immoveable object, the helmet shell, the helmet
liner, the rider's head, the rider's ego (ok, five). Assuming that the helmet/
head assembly takes the same impact, if the shell cracks in one case, then in
the other the liner must be dented, or the head gets jiggled. If it's the
the liner that's dented, the helmet is just as toast as if the shell were
cracked, it won't absorb energy form an impact in that area. If it's the head
that's getting jiggled, maybe the new gear isn't of as high quality after all?",1
"Hi, 

the subject says it all. Is there a PD viewer for gl files (for X)?

Thanks
",0
"Anyone around here read this yet?
Does Anita have a number?



Tony",1
"
That's a typical claim, though they say they've improved
compression speed considerably.  Did you find out anything else
about the book?  I'd be interested in looking at it if you could give me
any pointers.

Reportedly, early fractal compression times of 24-100 hours used
that marvelous piece of hardware called ""grad students"" to do the
work.  Supposedly it's been automated since about 1988, but I'm still
waiting to be impressed.",0
"[this is posted for a friend, please reply to dschick@holonet.net]

1990 BMW K75RT FOR SALE",1
"


Likewise for me please. First time I've hear of it, but I've beem looking
for something like this for the past few months.",0
"First off: Thanks to all who have filled me in on the existence of the
68070. I assumed rashly that the particular number would be reserved for
further enhancements to the Motorola line, rather than meted out to
another company. Ah, well, I guess that's what I get when I assume the
computer industry will operate in a logical manner! ;-)

a
spot

Version 1.5 of Quicktime is, as has been stated, the current version of
the software. The older version is 1.0, and 1.6 is on the horizon in the
not too distant future.

back quite
25x by
that it
he

Quicktime does a much better job of playing back movies at size than it
does playing back resized movies. Apparently the process of expanding
each frame's image and dithering the resultant bitmap to the appropriate
bit depth is pretty processor-intensive. There are optimizers that work
pretty well for showing movies at double size, but if you drop to 1.9x
size or increase to 2.1x size, performance suffers dramatically.

(don't know
Quicktime

He lied. :-) Quicktime is very CPU dependent. He was probably confused by
the fact that QT is locked to an internal timecode, and will play in the
same amount of time on any machine. However, an LC will drop frames in
order to keep the sound and video synced up.

The Centris and Quadras have similar CPUs and will thus boast similar
performance, though the Quadras will be a bit faster due to marginally
faster clock speeds and somewhat different architecture.

having
was

I expect that the version of the Quicktime software you saw was 1.0 -- I
was using was 1.5. One of the new codecs in v1.5 allows video at nearly
twice the size and the same frame rate as what version 1.0 could handle.
The Centris 650 I saw was a plain-vanilla, with the exception of the nice
speakers that were playing the sound, and the software was Movie Player,
the QT player Apple includes with the software.
",0
" >Loud pipes are a biligerent exercise in ego projection,

No arguements following, just the facts.

I was able to avoid an accident by revving my engine and having my
*stock* Harley pipes make enough noise to draw someones attention.

I instinctively revved my engine before I went for my horn. Don't know
why, but I did it and it worked. Thats rather important.

I am not saying ""the louder the pipes the better"". My Harley is loud
and it gets me noticed on the road for that reason. I personally do
not feel it is to loud. If you do, well thats to bad; welcome to 
America - ""Home of the Free, Land of the Atlanta Braves"".

If you really want a fine tuned machine like our federal government
to get involved and pass Db restrictions; it should be generous
enough so that a move like revving your engine will get you noticed.
Sure there are horns but my hand is already on the throttle. Should we
get into how many feet a bike going 55mph goes in .30 seconds; or
how long it would take me to push my horn button??

And aren't you the guy that doesn't even have a bike???",1
"

Hey! I LIKE quiche, even if I did have to look 
at your note to spell it (assumed) correctly.

Really, you <*sniff*> tough guys are all the same...",1
"I downloaded an image of the earth re-constructed from elevation data taken
at 1/2 degree increments. The author (not me) wrote some c-code (included)
that read in the data file and generated b&w and pseudo color images. They
work very well and are not incumbered by copyright. They are at an aminet
site near you called earth.lha in the amiga/pix/misc area...

I refer you to the included docs for the details on how the author (sorry, I
forget his name) created these images. The raw data is not included.

-- 
	David

	David M. Ingebretsen
	Evans & Sutherland Computer Corp.
	dingebre@thunder.sim.es.com",0
"

Well, it's been a while since this was discussed so i take the liberty of
reprinting (without permission, so sue me) Eric Haines reprint of the very
interesting discussion of this topic...

                /Jonas

                         O /         \ O
------------------------- X snip snip X ------------------------------
                         O \         / O

""Give a man a fish, and he'll eat one day.
Give a man a fishing rod, and he'll laze around fishing and never do anything.""

With that in mind, I reprint (without permission, so sue me) relevant
information posted some years ago on this very problem.  Note the early use of
PostScript technology, predating many of this year's papers listed in the
April 1st SIGGRAPH Program Announcement posted here a few days ago.

-- Eric


Intersection Between a Line and a Polygon (UNDECIDABLE??),
	by Dave Baraff, Tom Duff

	From: deb@charisma.graphics.cornell.edu
	Newsgroups: comp.graphics
	Keywords: P, NP, Jordan curve separation, Ursyhon Metrization Theorem
	Organization: Program of Computer Graphics


I think that this is a very difficult problem.  To start with, lines and
polygons are semi-algebraic sets which both contain uncountable number of
points.  Here are a few off-the-cuff ideas.

First, we need to check if the line and the polygon are separated.  Now, the
Jordan curve separation theorem says that the polygon divides the plane into
exactly two open (and thus non-compact) regions.  Thus, the line lies
completely inside the polygon, the line lies completely outside the polygon,
or possibly (but this will rarely happen) the line intersects the polyon.

Now, the phrasing of this question says ""if a line intersects a polygon"", so
this is a decision problem.  One possibility (the decision model approach) is
to reduce the question to some other (well known) problem Q, and then try to
solve Q.  An answer to Q gives an answer to the original decision problem.

In recent years, many geometric problems have been successfully modeled in a
new language called PostScript.  (See ""PostScript Language"", by Adobe Systems
Incorporated, ISBN # 0-201-10179-3, co. 1985).

So, given a line L and a polygon P, we can write a PostScript program that
draws the line L and the polygon P, and then ""outputs"" the answer.  By
""output"", we mean the program executes a command called ""showpage"", which
actually prints a page of paper containing the line and the polygon.  A quick
examination of the paper provides an answer to the reduced problem Q, and thus
the original problem.

There are two small problems with this approach. 

	(1) There is an infinite number of ways to encode L and P into the
	reduced problem Q.  So, we will be forced to invoke the Axiom of
	Choice (or equivalently, Zorn's Lemma).  But the use of the Axiom of
	Choice is not regarded in a very serious light these days.

	(2) More importantly, the question arises as to whether or not the
	PostScript program Q will actually output a piece of paper; or in
	other words, will it halt?

	Now, PostScript is expressive enough to encode everything that a
	Turing Machine might do; thus the halting problem (for PostScript) is
	undecidable.  It is quite possible that the original problem will turn
	out to be undecidable.


I won't even begin to go into other difficulties, such as aliasing, finite
precision and running out of ink, paper or both.

A couple of references might be:

1. Principia Mathematica.  Newton, I.  Cambridge University Press, Cambridge,
   England.  (Sorry, I don't have an ISBN# for this).

2. An Introduction to Automata Theory, Languages, and Computation.  Hopcroft, J
   and Ulman, J.

3. The C Programming Language. Kernighan, B and Ritchie, D.

4. A Tale of Two Cities. Dickens, C.

--------

From: td@alice.UUCP (Tom Duff)
Summary: Overkill.
Organization: AT&T Bell Laboratories, Murray Hill NJ

The situation is not nearly as bleak as Baraff suggests (he should know
better, he's hung around The Labs for long enough).  By the well known
Dobbin-Dullman reduction (see J. Dullman & D. Dobbin, J. Comp. Obfusc.
37,ii:  pp. 33-947, lemma 17(a)) line-polygon intersection can be reduced to
Hamiltonian Circuit, without(!) the use of Grobner bases, so LPI (to coin an
acronym) is probably only NP-complete.  Besides, Turing-completeness will no
longer be a problem once our Cray-3 is delivered, since it will be able to
complete an infinite loop in 4 milliseconds (with scatter-gather.)

--------

From: deb@svax.cs.cornell.edu (David Baraff)

Well, sure its no worse than NP-complete, but that's ONLY if you restrict
yourself to the case where the line satisfies a Lipschitz condition on its
second derivative.  (I think there's an '89 SIGGRAPH paper from Caltech that
deals with this).

--",0
